Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|P48561|TRF5_YEAST	4	52810.12598	52535.42676	54417.04785	78161.12012	74699.24658	78049.48389	55754.02051	48271.11572	53158.15625
sp|P48562|CLA4_YEAST	33	3980220.849	3537593.55	4020147.852	2764665.016	2483696.444	2714577.07	2209515.771	1997102.396	2220875.326
sp|P48563|MON2_YEAST	99	9542222.65	8037768.643	9061878.58	7926728.786	6921297.967	7218138.796	9332280.244	8435731.71	9340638.497
sp|P48564|MRX6_YEAST	3	127339.9131	108596.8887	116605.8223	127164.9648	109153.5977	122904.8555	107843.0195	90354.4126	101586.48
sp|P48566|GYP3_YEAST	30	3186624.454	2798732.521	3141747.452	2232351.928	1981933.392	2116056.04	3456762.16	3090435.109	3587847.498
sp|P48567|PUS4_YEAST	17	1310537.723	1273532.241	1499783.033	1854676.096	2300555.169	2107376.902	1711043.292	1421174.225	1437124.359
sp|P48569|YD183_YEAST	17	2336077.08	1939994.141	2217862.249	1513972.717	1344864.83	1379011.605	3232337.247	2722166.956	3417110.86
sp|P48570|HOSC_YEAST	18	3647143.903	3511214.251	4479488.055	4799257.417	4940742.063	4601000.214	3570428.044	2828362.049	2962087.407
sp|P48581|RAD17_YEAST	4	122467.6641	129968.6382	128007.874	81288.15186	70665.20605	74084.86182	76223.3335	77480.44873	73675.04492
sp|P48582|BRO1_YEAST	73	7974770.898	7024404.323	7957994.08	7595405.601	7542810.091	7453016.089	6986075.422	5846100.624	6511151.146
sp|P48589|RS12_YEAST	58	8441122.459	7761223.879	8992442.517	18504934.53	20134925.14	19412495.94	7320061.247	5950906.328	5890361.907
sp|P48606|TBCA_YEAST	28	52468025.22	44129532.16	55923710.88	24979884.44	26801270.7	22430865.37	34311375.79	26218007.29	34170434.56
sp|P48743|RFX1_YEAST	11	1373450.558	1126717.302	1340759.887	941002.3799	865175.1687	886841.2312	1102465.178	938952.6658	1144022.565
sp|P48813|GNP1_YEAST	27	4989910.299	4035062.084	4716451.996	3244974.205	2995120.629	2977725.746	3197823.894	2942201.709	3278473.09
sp|P48836|VATG_YEAST	36	14874973.79	14082799.27	16355291.59	14224447.42	17014119.86	14944223.34	12506535.74	10243339.08	10445243.76
sp|P48837|NUP57_YEAST	24	2410795.074	2622612.412	3022429.708	4558739.047	5440145.872	4974270.385	2735639.262	2357720.839	2260927.469
sp|P49017|COQ5_YEAST	43	3990724.961	3736127.991	4189325.029	4463868.166	4377217.834	4354019.717	4517939.072	3689736.413	3831016.576
sp|P49018|GPI8_YEAST	15	476150.7289	430946.9253	455958.5565	372457.8726	308284.7559	355576.0042	462679.3027	434766.3242	462829.3396
sp|P49089|ASNS1_YEAST	70	13931346.96	14441688.58	15845625.24	35815964.25	38023497.81	38611754.77	12220943.28	10646406.84	10536139.48
sp|P49090|ASNS2_YEAST	97	10098014.36	9694194.269	11571824.06	13487481.13	13988243.93	13815810.29	8865361.584	7628973.735	7808744.14
sp|P49095|GCSP_YEAST	60	6228027.977	6069493.374	6634546.049	12830136.36	13311928.95	13309349.12	4816267.472	4151905.53	4031805.022
sp|P49166|RL37A_YEAST	29	32151916.97	26513096.48	32410218.65	22897340.52	20331770.13	19681793.96	32872504.66	27363896.31	33797357.41
sp|P49167|RL38_YEAST	20	9818982.741	8841603.444	10842443.52	17038311.33	19965719.82	16655862.02	9553077.638	7910197.306	8462797.387
sp|P49334|TOM22_YEAST	15	4648536.939	4794506.97	5064491.754	10346824.71	9320613.861	9669234.566	9114048.66	8278942.607	8128988.298
sp|P49367|LYS4_YEAST	19	4923486.287	4822209.203	6006999.446	11702803.36	11968212.44	12370279.97	4329438.154	3868727.488	3215166.813
sp|P49435|APT1_YEAST	19	20687018.25	17118989.91	21019685.19	20425288.1	17482329.2	17090473.07	23005659.5	20239966.29	22562147.65
sp|P49573|CTR1_YEAST	11	955304.6814	809216.0884	1005606.322	627265.5488	611921.5261	642872.6459	1404611.517	1147180.311	1408502.581
sp|P49686|NUP42_YEAST	6	207962.0038	227419.3171	289902.5434	431715.375	509965.5977	450558.1123	318736.1592	259424.2993	257495.501
sp|P49687|NU145_YEAST	81	5956256.692	5340315.386	5965169.303	7276462.327	7142014.805	7174428.089	6084413.023	5221833.004	5617907.444
sp|P49704|PRP31_YEAST	8	711894.5264	640700.873	760144.0039	930894.7109	869158.4688	864488.3652	871321.1621	699105.3418	840401.6094
sp|P49723|RIR4_YEAST	159	29793735.51	27848453.6	31633781.76	28371089.42	26587321.16	27449542.33	43452362.09	35642354.87	39921691.57
sp|P49775|HNT2_YEAST	13	585401.1838	582952.1223	624727.5234	569013.4385	542002.1299	531670.5543	516631.0001	448852.7876	455484.3938
sp|P49954|NIT3_YEAST	23	4516878.629	4178514.346	5177143.584	6972751.464	7943588.356	7566684.034	5347818.048	4440155.055	4783560.621
sp|P49955|SF3B1_YEAST	27	2315249.954	2051077.755	2257106.149	2172105.299	1935681.638	2025443.775	2409562.49	2051022.344	2330367.341
sp|P49956|CTF18_YEAST	23	1756355.385	1700104.949	1942559.791	1541333.751	1490488.736	1472240.539	1488631.328	1291625.043	1372632.769
sp|P49957|TRM9_YEAST	21	1143286.49	1169994.146	1243019.898	1244466.31	1251128.56	1223730.825	1244549.821	1116190.597	1171129.418
sp|P49960|PRP24_YEAST	12	508901.4688	502161.0405	578142.6738	538670.6016	524205.2456	510693.1279	592878.5903	508187.0464	557725.0078
sp|P50076|ALG10_YEAST	20	2421462.456	1931378.935	2214992.044	1322805.175	1164353.328	1214885.825	2018619.368	1904367.071	2251343.997
sp|P50077|CCH1_YEAST	41	3167472.407	2701064.36	3058026.062	2070516.408	1949482.082	1965874.392	2904568.3	2633932.799	2976582.315
sp|P50079|HSV2_YEAST	5	245186.0566	219155.1406	242590.5161	270751.0151	238733.4954	252265.2769	192779.9873	161221.5264	179114.5811
sp|P50085|PHB2_YEAST	35	5737598.622	4858166.224	5383242.78	5602892.898	5399452.782	5399662.082	8188286.054	7137905.161	8113375.818
sp|P50086|PSD10_YEAST	13	1804511.126	1574026.938	1768755.639	1776177.336	1821909.532	1867542.822	1352742.454	1099256.624	1142698.485
sp|P50087|MIC26_YEAST	24	4239006.143	3274569.236	3799018.033	1879027.928	1907034.577	1718850.267	4268541.423	3679217.203	4411250.533
sp|P50088|SPG1_YEAST	6	171527.9155	208528.3545	209075.7534	386831.8506	443472.5098	384081.7471	332513.2607	298201.2549	325925.4209
sp|P50089|YG51_YEAST	40	3379962.049	3565602.669	3722981.314	3398900.655	3171391.579	3420912.539	5335174.825	4707337.059	4786521.176
sp|P50090|KEL2_YEAST	17	897842.3882	894696.7482	1008815.502	1098844.077	1087996.955	1112942.187	1568849.404	1323237.995	1456947.455
sp|P50091|PEX21_YEAST	2	75740.54297	69457.17578	74816.1582	74099.29102	78016.21484	76417.6543	27175.85059	27695.22754	26819.05859
sp|P50094|IMDH4_YEAST	39	10224549.18	9714500.937	11029429.78	14287380.82	15077433.12	13975773	6929761.471	5809413.794	6687944.563
sp|P50095|IMDH3_YEAST	40	15574335.64	14457036.52	16773060.71	10172299.66	9957964.517	9913561.364	13725023.61	11414818.96	14137314.11
sp|P50101|UBP15_YEAST	89	6323357.581	5742708.753	6701096.845	7636608.74	7016641.625	7347022.891	7200378.506	5891158.358	6292629.391
sp|P50102|UBP8_YEAST	8	374026.1167	323915.3435	380698.8235	378701.1709	320179.6157	340412.6743	306098.3376	263471.3928	307607.0239
sp|P50104|STB4_YEAST	6	313412.2451	269186.4707	294424.7139	206180.3594	180805.3462	201133.8936	236482.9658	213323.1475	233097.4785
sp|P50105|TAF4_YEAST	16	5446755.061	4507158.605	5977842.886	2631274.032	2700260.324	2469978.881	3115209.063	2516476.814	3029007.208
sp|P50107|LGUL_YEAST	22	3234513.082	3428535.753	3832342.297	6916344.168	6931241.339	6187464.159	18097807.2	15371426.63	7134096.441
sp|P50108|MNN10_YEAST	47	6422099.775	5384406.761	5894196.32	3932430.589	3418667.002	3731169.738	4514842.096	4153712.199	4729893.618
sp|P50109|PSP2_YEAST	33	4916332.258	4722030.802	5402480.035	5568431.109	5588940.076	5533064.879	5233012.877	4271389.917	4658895.816
sp|P50110|SAM37_YEAST	21	3900790.805	3917847.369	4066934.078	3224798.938	2887167.421	2910511.583	3549739.792	3040150.688	3378718.992
sp|P50111|ZDS1_YEAST	45	4913792.989	4757545.364	5230841.989	3674965.459	3488013.038	3552133.429	4813017.141	4187543.852	5078799.959
sp|P50113|LYS5_YEAST	3	173015.9434	141270.1621	158648.0703	122554.1543	108511.2666	113512.1123	106747.0293	91148.86426	94419.5918
sp|P50263|SIP18_YEAST	89	6542449.565	6588578.715	7262067.526	7116551.063	8643637.98	8126095.766	155766853.2	99746223.46	115857754
sp|P50264|FMS1_YEAST	37	2156481.726	1848685.303	2033859.92	1549197.567	1380686.074	1432423.737	1430177.22	1271444.981	1423241.504
sp|P50273|ATP22_YEAST	16	826252.9211	697528.2073	762296.0298	539578.1016	446151.2993	478770.7153	774250.9583	694552.1604	811409.8591
sp|P50275|ASE1_YEAST	3	33530.55249	33424.70886	35641.29468	78900.03479	93373.2666	104955.3776	51755.05066	48450.3277	44398.23816
sp|P50276|MUP1_YEAST	3	129275.0664	108527.3418	116017.6797	98397.61328	83123.94141	93076.11328	68423.50879	58356.71582	67456.3457
sp|P50277|BIOA_YEAST	60	30545992.31	24651069.87	30166380.21	16887560.77	15086836.86	14950559.33	20997429.47	16813445.98	19051296.53
sp|P50278|SOL1_YEAST	23	3446480.691	3610744.115	3909777.222	4143152.539	4054425.293	3793877.259	4942505.407	4047673.601	4030401.044
sp|P50623|UBC9_YEAST	17	3232354.865	2881392.038	3609407.758	1802473.791	1650858.886	1496193.687	2574268.387	2232372.387	2365217.627
sp|P50861|RIB4_YEAST	12	2798680.964	3069381.82	3183063.034	5132815.459	4139737.495	4013020.704	3182625.126	2884749.436	2348710.699
sp|P50873|MRK1_YEAST	1	41159.39453	51506.39453	53835.91797	29226.41602	26436.72852	26920.08203	73348.14063	64713.71094	72117.15625
sp|P50874|ORC5_YEAST	18	851581.9666	779293.636	876755.0559	708331.4627	586182.9812	611554.7332	702534.175	618477.5981	674874.7466
sp|P50875|SPT20_YEAST	15	474686.4727	449500.0952	457435.1133	412591.416	367798.415	393355.5881	445825.2688	405229.6091	453250.2585
sp|P50896|PSP1_YEAST	24	1336685.645	1306023.754	1486261.816	1859694.297	1880864.495	1901161.586	1506894.374	1243604.939	1265542.815
sp|P50942|INP52_YEAST	39	2826957.842	2541746.598	2858679.669	2611298.69	2420593.638	2444103.295	3109109.735	2615771.345	3057768.018
sp|P50944|AVT4_YEAST	5	124557.7259	119519.7736	138643.047	87942.08447	95078.53662	85393.38159	121237.8412	100497.8037	134565.4932
sp|P50945|MIC27_YEAST	18	5507856.918	4910088.84	5513040.167	3203636.978	2551923.69	2734449.717	6849042.148	5858087.181	6949879.184
sp|P50946|OCA1_YEAST	19	1400287.549	1163255.426	1361587.589	1043142.23	936730.5864	903117.8716	1120318.534	873624.2687	1059991.966
sp|P50947|PHO23_YEAST	9	554471.1826	506221.9626	591112.6316	394208.8293	407391.1865	375155.3151	644068.2119	544952.3879	668721.228
sp|P51401|RL9B_YEAST	15	672723.0876	656349.4182	739425.5974	1577834.445	2062392.855	1865471.308	678518.4962	564902.4132	528378.8914
sp|P51402|RL37B_YEAST	14	33488018.8	28703280.6	32080963.92	24257291.72	22639183.47	23163704.11	31640561.2	27095394.52	31952248.87
sp|P51533|PDR10_YEAST	14	146851.5856	136964.7744	149920.5701	69370.09009	87050.37408	90100.69357	1452235.031	1151973.598	1432134.333
sp|P51534|SHE4_YEAST	44	4900017.485	4179704.761	4509718.124	4341902.999	3790787.73	4113667.065	6827769.1	5730454.001	6856298.145
sp|P51601|GCH1_YEAST	25	3243479.314	2942189.533	3419429.689	5222729.337	6180210.062	5774050.954	3525011.537	2706202.734	3019923.454
sp|P51862|ROM2_YEAST	19	1929525.762	1814714.643	2022658.185	1470262.699	1348338.369	1345470.626	1892013.953	1661019.59	1826062.418
sp|P51979|HFM1_YEAST	2	43857.70117	44220.10938	44093.07227	25656.29883	22688.52637	23106.83984	39420.14453	35872.44922	40391.88281
sp|P51996|YPT32_YEAST	14	1045467.85	907605.2998	961247.1382	846825.9736	669692.2935	788725.0801	1151672.139	1044942.265	1165394.79
sp|P51998|RL4P_YEAST	27	10656179.98	8612560.024	10129804.22	5499755.278	5583087.233	5092073.964	8720756.767	6954202.551	7853523.52
sp|P52286|SKP1_YEAST	31	6246750.273	6004018.982	6377647.12	3006988.333	2986177.202	2653521.406	4491760.676	4027826.478	4669929.498
sp|P52488|UBA2_YEAST	34	2919328.583	2695626.421	3210242.631	3456020.796	3612792.501	3501617.701	2985755.934	2571088.394	2662706.359
sp|P52489|KPYK2_YEAST	31	3606781.971	3439501.147	3718880.978	3833038.652	3897186.521	3841400.699	3742178.606	3193622.089	3319543.199
sp|P52490|UBC13_YEAST	11	909218.5645	870579.6597	915225.6885	1534726.674	1523600.537	1302187.479	1046955.967	830160.7012	887633.1123
sp|P52491|UBC12_YEAST	2	956212.2813	773545.8125	874665.4688	703426.2852	776272.1055	654955.8633	858118.1797	631360.1563	744664.3242
sp|P52553|PFD6_YEAST	29	1555622.752	1514023.131	1660219.912	1192741.028	1225318.185	1103536.578	1142716.636	926488.8311	1036170.931
sp|P52593|NU188_YEAST	96	16713448.38	13654195.67	15842713.64	13733679.75	12801805.47	13137586.39	16504561.5	14189409.03	16263524.34
sp|P52867|PMT5_YEAST	18	442927.9379	402258.0938	426126.9628	425011.3513	398263.8176	413767.6895	743752.0319	677084.0999	736100.1349
sp|P52868|CWC23_YEAST	4	774955.8789	727090.4727	804034.1328	772406.6367	767970.7734	739250.4688	729307.5273	597494.2754	676917.4824
sp|P52870|SC6B1_YEAST	6	14803561.77	13608230.18	15361182.95	9585317.621	8798549.174	9711769.34	12796593.18	11535351.32	12843733.36
sp|P52871|SC6B2_YEAST	8	1183050.447	1026695.264	1181797.867	758119.2334	640429.3252	700719.9277	1123607.361	1046083.623	1130045.274
sp|P52891|NUP84_YEAST	53	5795177.557	4923194.808	5532294.146	7546257.404	6866427.201	7360751.748	6113732.299	5119261.216	5781825.95
sp|P52892|ALAT_YEAST	7	2009038.609	1688810.852	1944738.621	1485844.602	1420873.271	1328110.559	1583499.537	1405412.357	1526950.241
sp|P52893|ALAM_YEAST	29	4308263.736	3896524.705	4525157.063	3745491.465	3707467.611	3502814.785	4260419.349	3313901.796	3803785.575
sp|P52910|ACS2_YEAST	96	26571661.34	24314809.42	29628927.61	41166806.87	42328212.93	46149103.83	17527606.56	14203887.02	15018558.59
sp|P52911|EXG2_YEAST	25	3288858.447	2983921.698	3235254.716	3059963.766	2819455.841	3002568.158	2919110.364	2525503.29	2766845.774
sp|P52917|VPS4_YEAST	62	12663175.41	11794806.68	14379653.97	9986673.986	10140243.22	9376463.31	14050880.47	11213059.52	13200976.68
sp|P52918|MSN5_YEAST	119	17040075.35	14338990.23	16379723.79	11915283.48	10484567.32	11159696.99	14733033.77	13410806.44	14763205.42
sp|P52923|AIF1_YEAST	18	1998649.535	1814137.528	1939956.147	2334682.849	2306570.307	2265766.265	1123433.675	982413.396	1093733.27
sp|P52960|PIP2_YEAST	7	178919.5474	148276.7749	164216.6194	182934.6729	171906.5044	182770.1094	173632.0608	150732.6389	171546.0461
sp|P53008|CWH41_YEAST	77	8039635.303	7264476.715	8181265.79	8289083.093	7651877.236	8407598.797	7506003.682	6677987.874	6928705.83
sp|P53009|SCY1_YEAST	24	1461791.086	1364186.896	1563784.627	1837771.362	1744729.885	1743330.714	1738207.233	1440222.455	1564155.135
sp|P53010|PAN2_YEAST	29	2359859.288	2162623.913	2427154.603	2217788.203	2110722.838	2171257.357	1977501.702	1780250.504	1919537.785
sp|P53011|SEH1_YEAST	35	2438933.591	2245133.04	2522906.824	3277651.658	3311410.61	3386841.373	2342849.441	2085119.059	2077105.404
sp|P53012|SCS3_YEAST	20	2513100.609	2094302.133	2336369.472	1520293.655	1346707.117	1482034.756	3506031.954	3154096.028	3790677.726
sp|P53036|SAP4_YEAST	12	769065.0444	679594.8905	710020.3369	395974.5989	385708.7235	371340.2647	730770.1449	705395.8195	792730.47
sp|P53037|PSD2_YEAST	23	1042555.233	998165.9751	1069248.393	905508.0342	803884.8408	844003.9307	1210579.506	1084947.53	1199552.856
sp|P53038|TEL2_YEAST	28	1878634.753	1650630.45	1848921.423	1441616.766	1309623.56	1350164.425	1358730.757	1175905.191	1493965.574
sp|P53040|TAF6_YEAST	46	16328441.73	14025319.36	15925070.99	10114691.87	9910202.51	9519552.168	12878460.19	10917332.18	13228076.46
sp|P53043|PPT1_YEAST	49	5948218.664	5964613.387	6512121.636	5951199.886	7194513.971	8243702.746	5556343.349	5431972.556	5367092.433
sp|P53044|UFD1_YEAST	35	3673382.915	4045935.98	4550402.789	4464932.772	4214360.593	4221163.699	8093668.118	6951160.249	7858352.437
sp|P53045|MSMO_YEAST	15	2763517.884	2275902.944	2449365.696	528013.9927	406927.896	422641.3688	1808189.464	1722287.233	2189905.08
sp|P53046|ROM1_YEAST	13	327830.8694	337552.1859	372021.1063	401888.838	400355.1672	387015.1311	531133.3914	459517.6963	501302.5278
sp|P53049|YOR1_YEAST	82	8011979.634	7367740.73	7955443.539	8573781.471	7765601.643	8627628.281	8638145.056	7883323.286	8478498.021
sp|P53051|MALX3_YEAST	8	238330.1197	217134.2057	224159.0224	250984.1582	226081.0839	235849.3867	124554.2349	112404.0621	115177.7891
sp|P53058|VEL1_YEAST	3	147810.8652	178520.832	193578.6719	549238.0703	328369.9375	290027.5742	123988.8262	123687.084	117974.0801
sp|P53059|MNT2_YEAST	14	713267.8965	616817.666	646707.7988	292898.2954	255356.2646	269895.3374	397825.4443	368083.1616	416422.9888
sp|P53060|RMR1_YEAST	9	86573.08301	85808.41638	102888.9	285052.8228	313399.4277	307448.4752	178616.3472	164882.4172	140666.6624
sp|P53061|ZIP2_YEAST	2	33958.42383	31621.22266	31691.59277	26658.49707	22237.64844	23661.07617	34758.05859	32646.37402	37119.60352
sp|P53062|BRR6_YEAST	5	395013.0937	343257.8672	328450.082	236415.6904	197414.2314	225218.6709	317622.8652	315630.1387	351203.6582
sp|P53063|DXO_YEAST	36	1779108.951	1668625.122	1859993.608	2926780.885	2789599.522	2872703.762	1668799.156	1493447.848	1494891.358
sp|P53064|RTF1_YEAST	52	6732681.692	6643294	7435091.319	6702027.49	6518148.768	6387400.131	7561933.741	6462316.964	7287289.09
sp|P53065|TAD1_YEAST	8	936029.2588	876849.0527	1040206.339	727369.9277	700950.3926	669982.4219	1108626.143	943738.2441	1084453.666
sp|P53066|YGZ2_YEAST	8	1182956.461	1160779.273	1465015.406	1979230.705	2446398.816	2115511.279	957507.2422	795486.8984	695806.3066
sp|P53067|IMB5_YEAST	36	3700600.286	3320309.899	3749325.549	3619977.663	3245759.175	3399945.961	3653412.895	3054221.325	3560202.4
sp|P53070|MTO1_YEAST	6	168269.4241	152378.8596	165207.8492	246507.0801	237791.1751	231382.2178	271796.8545	208422.8039	226355.2422
sp|P53072|TAN1_YEAST	38	7422435.084	6682914.128	8117174.482	6163263.832	6131037.307	5691182.095	5679259.282	4813857.743	5442108.087
sp|P53073|EMC4_YEAST	22	5594728.651	4143956.058	4630251.514	3598993.096	3141459.087	3205125.635	4814369.386	4278684.676	5052432.086
sp|P53075|SHE10_YEAST	91	22524227.51	19981106.33	22531663.17	16717833.77	15206332.31	16291958.73	29309891.93	24730328.23	29426926.09
sp|P53076|VID30_YEAST	63	3935921.359	3310893.099	3713112.626	3325608.401	3221110.658	3318522.55	4630679.625	3757392.668	4207886.537
sp|P53077|MTC3_YEAST	9	2147797.076	1825268.684	1927634.076	1038124.119	941455.6111	975471.6101	2041516.014	1726371.031	2353600.527
sp|P53078|SDT1_YEAST	4	632191.4668	627805.4497	639256.3394	773850.6431	736810.9258	781463.5181	272510.3133	228136.6292	229835.6567
sp|P53079|COG1_YEAST	11	271961.3511	248283.5363	266971.3972	420428.8047	413749.6689	407947.0764	215255.5239	191452.5579	211543.7972
sp|P53080|EDC1_YEAST	9	2039928.239	1879035.821	2153293.496	3644833.531	3695105.859	3967342.344	1716398.277	1624066.844	1568334.77
sp|P53081|NIF3_YEAST	58	6122101.302	5404115.319	5944874.554	8061760.559	7646097.713	7627772.289	12729248.72	10888014.81	12340621.67
sp|P53082|BOL2_YEAST	4	776445.8594	739046.9434	820174.2969	356440.1484	394574.1719	339240.8574	562867.5332	498031.3262	629771.3574
sp|P53083|MDM34_YEAST	4	65708.15051	61547.3158	66111.1211	120653.4658	124060.4707	124461.4023	90604.95801	76354.19141	202222.2849
sp|P53086|KIP3_YEAST	15	1738859.163	1531977.791	1700610.331	1243405.313	1137761.984	1201194.181	903167.7883	767465.8665	965062.9365
sp|P53088|CTU1_YEAST	9	142064.228	134506.7725	154499.5278	177210.8442	165667.6113	167904.0332	249654.5503	231203.5347	266633.7686
sp|P53090|ARO8_YEAST	102	21965381.29	19993006.96	22518844.09	20900503.19	20550478.57	19413125.59	23655725.5	20108935.26	23678692.24
sp|P53091|MCM6_YEAST	50	8947106.426	7678607.278	8534390.685	7350384.707	7676086.041	7613113.314	6237548.321	5017578.083	5887803.71
sp|P53093|YIP4_YEAST	23	460224.1897	427590.1913	451051.8525	388924.2412	407545.4982	392732.775	463670.8706	414356.0046	474284.0288
sp|P53094|MDS3_YEAST	52	6253395.107	5605102.308	6643220.762	4416783.045	4379609.832	4185363.129	6693033.469	5464088.188	6274322.017
sp|P53095|DSD1_YEAST	17	2594626.525	3122532.892	3789528.858	6432307.194	6951205.806	7384244.12	4086555.647	3640743.401	3414987.142
sp|P53096|HOS2_YEAST	5	173148.3296	153482.1677	167110.3315	282841.1265	261577.7063	274377.1206	180003.2463	148274.4675	164709.9226
sp|P53100|YGT5_YEAST	24	1839450.481	1513975.531	1768785.111	1254617.557	1098888.07	1094921.188	1222157.436	1066153.019	1151323.913
sp|P53101|STR3_YEAST	7	179399.1342	164335.3037	194873.0016	338380.6858	342958.1346	312012.5392	131462.9834	119299.6199	118405.8134
sp|P53104|ATG1_YEAST	23	1705378.508	1656775.165	1803910.012	2439655.349	2355772.832	2396328.046	2410107.792	2086417.655	2326001.924
sp|P53107|YRB30_YEAST	18	1880611.601	1793683.561	1978183.771	2080375.299	2066931.522	2021405.264	2359831.266	1813969.242	2101117.796
sp|P53108|YIP5_YEAST	38	5748073.918	4597527.082	5001904.741	3492537.874	3012089.128	3120061.614	4935924.843	4453539.5	4818347.922
sp|P53109|AIM14_YEAST	13	2190065.184	2047904.287	2241635.762	2024438.025	2052510.383	1924284.402	2486432.348	2214007.404	2525366.074
sp|P53110|YGP9_YEAST	18	1393396.951	1236050.234	1374876.094	1518417.999	1294671.625	1452520.424	1417522.283	1225137.945	1357000.407
sp|P53111|ARI1_YEAST	17	438259.5621	516606.9443	798117.958	8792648.71	9017218.136	9457858.535	169305.4686	402762.5581	220381.9361
sp|P53112|PEX14_YEAST	30	3086435.035	3176947.56	3616213.831	2654983.346	2874459.298	2683243.26	3576903.125	2882280.464	3301452.262
sp|P53114|MED5_YEAST	69	8270174.62	6891618.893	7915669.697	8406118.551	7771191.277	8105127.799	8258410.747	7136034.458	7857847.634
sp|P53115|INO80_YEAST	72	7962409.921	7232641.592	8297600.524	7099951.642	7012063.686	6764705.132	8629446.267	7413583.052	8344058.234
sp|P53117|RRT6_YEAST	6	267108.0764	248305.5098	265157.7417	162884.6194	136916.2476	155559.2749	640725.3311	524742.564	630213.8467
sp|P53118|ROG1_YEAST	5	137043.8013	126445.0386	140964.6675	109226.5181	117499.7573	111933.0698	135852.814	126248.4341	140228.6978
sp|P53119|HUL5_YEAST	39	3802279.431	3381373.069	3688530.929	3643199.417	3240264.991	3489949.514	2936317.469	2650165.519	2816581.004
sp|P53120|YGO0_YEAST	42	3552317.105	3251959.707	4025505.929	3549774.106	2903210.572	3202442.832	3916960.7	3445652.851	3770607.06
sp|P53121|FLC3_YEAST	20	827998.6311	752128.2891	807916.931	581102.8772	530140.4752	552865.1631	1227778.893	1051167.188	1194194.949
sp|P53123|MRM2_YEAST	8	1260913.901	1203084.897	1219350.397	707106.4819	615644.9019	663998.1211	1232976.87	1064861.438	1272567.136
sp|P53124|PCL10_YEAST	10	1695762.653	1287633.181	1579564.125	262495.8391	223268.0918	197785.9438	234947.4924	198733.1425	245351.4498
sp|P53125|ITC1_YEAST	71	13540141.2	12034956.75	13126726.61	9866730.422	9052663.099	9230057.767	11766669.98	10081960.36	11497401.08
sp|P53127|SNT2_YEAST	6	100367.3452	96630.87842	111701.1582	208285.0044	229287.9072	215872.5537	199994.4468	199999.0117	184989.9385
sp|P53128|MTHR2_YEAST	44	7303149.841	6194824.083	7370781.627	6170765.473	5957736.096	5920839.085	5050662.112	4242281.439	4542429.794
