Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|P24276|SSD1_YEAST	96	8739408.488	8510204.466	9442096.529	11792649.66	12208022.72	12399943.04	9270774.013	7908182.868	8087606.056
sp|P24279|MCM3_YEAST	52	2338006.837	2428870.968	2646084.735	3773337.771	3717113.224	3857292.063	1816576.373	1637502.518	1649162.871
sp|P24280|SEC14_YEAST	80	34986071.76	28601207.91	33370063.08	21308004.3	22042226.48	20622501.58	23842935.41	20101533.64	23108148.86
sp|P24309|DBR1_YEAST	14	1019137.746	818706.1362	956676.8359	688198.3589	629342.2256	624991.354	1174554.636	898402.0542	1145343.874
sp|P24384|PRP22_YEAST	29	3078356.169	2822855.897	3117644.124	3087145.536	3177793.067	3154785.006	3249695.826	2973276.712	3205764.759
sp|P24482|DPB2_YEAST	22	2586396.123	2432270.303	2668864.326	1830234.807	1641800.175	1695016.445	1940910.305	1654015.606	1879402.513
sp|P24521|ERG8_YEAST	32	2031447.131	2183677.843	2623018.881	4839266.535	4944934.951	5122508.1	2658710.407	2312922.475	2173619.525
sp|P24583|KPC1_YEAST	73	5907838.449	5212608.036	6031586.257	5242330.273	4918427.205	4911880.827	6837854.806	5885680.833	6666556.921
sp|P24720|MNE1_YEAST	11	1184060.977	1156133.233	1258248.047	927079.4243	865228.2373	867049.1165	1181522.921	1125496.05	1261957.457
sp|P24783|DBP2_YEAST	53	5415596.041	5186051.852	5859308.567	8432618.309	8980234.447	8652553.723	3108044.232	2622216.594	2688847.576
sp|P24784|DBP1_YEAST	25	3811551.348	3478473.932	3772687.956	3199492.85	3229524.182	3165873.507	6915765.826	5557938.803	7085143.949
sp|P24814|GRR1_YEAST	37	2363682.808	1980721.209	2278556.469	1938765.603	1673809.699	1758087.64	2252178.416	2017591.273	2296832.775
sp|P25036|YSP3_YEAST	23	2094331.945	1773355.209	1947273.11	1100634.933	1030847.128	1011359.414	1906283.397	1607532.372	2153034.161
sp|P25037|UBP1_YEAST	43	13715900.89	12939358.9	14248340.22	8810436.448	8880230.168	8328614.124	12636970.45	9875559.792	13172075.39
sp|P25038|IF2M_YEAST	12	819610.9258	873374.3457	950019.8418	1141712.218	1141312.076	1091088.782	1173359.927	1022995.537	1065098.295
sp|P25039|EFGM_YEAST	41	6920678.079	6791160.612	7929037.631	8457568.33	8442507.74	7980199.205	9955946.122	8451790.323	9213329.931
sp|P25040|TSR4_YEAST	25	2931346.981	2985937.529	3240599.577	2313708.398	2305472.629	2182457.15	2588991.931	2321187.601	2701376.191
sp|P25042|ROX1_YEAST	5	1283439.464	1104575.173	1102897.923	1494092.07	1346375.469	1454430.781	2087702.082	1643469.309	2261520.117
sp|P25043|PSB2_YEAST	11	7343444.839	7039955.995	7789416.556	9402328.973	8898903.643	9299465.203	9961670.778	8385497.775	9762298.496
sp|P25044|PTP1_YEAST	17	2803829.394	2787909.715	3167280.44	3309902.641	3320515.481	3309163.149	2592803.969	2275913.362	2387629.97
sp|P25045|LCB1_YEAST	18	835681.8748	730012.571	910694.8383	1334111.675	1449595.018	1388834.03	745932.3556	652822.1663	638992.3796
sp|P25046|MED19_YEAST	5	3048745.531	2701899.797	3246725.859	1278877.234	1393434.688	1159876.859	1858981.109	1511746.266	1794459.211
sp|P25087|ERG6_YEAST	60	5344725.755	5057036.01	5734192.428	14361032.19	15302437.24	16081485.9	5131161.382	4512090.811	4304099.139
sp|P25270|MRM1_YEAST	10	607752.8467	592389.5986	679495.6133	625178.5273	625575.0742	590178.1914	624647.3672	553207.3203	597822.8027
sp|P25293|NAP1_YEAST	80	10872597.68	9311183.185	10974332.66	7352396.211	7215737.979	6597934.038	9952851.282	8343488.482	9469398.851
sp|P25294|SIS1_YEAST	84	10959319.48	10372001.79	12910205.72	18807461.99	20978076.46	20615169.41	12779694.85	10651623.15	10892012.21
sp|P25296|CANB_YEAST	45	5715994.581	4571936.631	5837992.298	3666530.999	4054614.966	2768960.556	4832440.285	3955928.197	4530979.157
sp|P25298|RNA14_YEAST	57	5386379.199	4570368.819	5185953.603	5149973.065	4658393.683	4956786.789	5368426.742	4705624.2	5448444.929
sp|P25299|RNA15_YEAST	7	668151.5231	681349.504	743892.6652	463160.8318	473072.717	459043.6814	463034.6013	399070.5774	453514.2644
sp|P25300|BUD5_YEAST	9	615216.1123	513602.4011	597935.6372	512124.7524	501726.0184	530564.8728	837549.1021	705805.0693	838652.0183
sp|P25302|SWI4_YEAST	35	2223934.591	2081063.995	2437222.753	1926549.607	1837383.399	1811955.598	1852134.702	1553970.865	1662320.241
sp|P25303|SCJ1_YEAST	60	6893591.173	5746954.476	6535152.11	4834357.514	4603292.018	4628670.784	6867423.446	5633858.453	6816579.638
sp|P25332|RBSK_YEAST	23	2482266.325	2409662.163	2832110.737	3102788.399	3145329.095	2952854.634	3343013.884	2731975.276	3306684.762
sp|P25333|HAL4_YEAST	17	1149671.102	1042633.401	1197510.027	1427857.038	1340160.623	1383921.646	1518415.49	1223022.818	1499307.261
sp|P25334|CYPR_YEAST	5	63748.91675	63151.3418	67073.59033	55609.34766	57448.51538	53517.25171	101173.8291	89178.40527	99359.70557
sp|P25335|ALLC_YEAST	8	1235226.977	1153741.934	1306080.262	395324.126	342819.2109	364209.4399	352638.9121	317242.4636	321853.962
sp|P25336|MSH3_YEAST	32	5129148.476	4979106.282	5194093.706	5963301.812	6596998.118	6356063.319	7022429.724	6013442.213	7238315.241
sp|P25337|BUD31_YEAST	5	189439.4043	195717.5039	229437.4258	300172.4512	276293.4824	281420.541	240211.5547	217354.8926	199553.4473
sp|P25338|YGB0_YEAST	8	2011564.512	1751818.606	1700542.4	1225272.183	1081530.158	1238444.725	2847615.908	2433422.912	3122024.893
sp|P25339|PUF4_YEAST	29	3868432.256	3510738.271	3916357.72	6761263.524	6865909.237	7509683.697	2959191.403	2632599.134	2495569.238
sp|P25340|ERG4_YEAST	37	31086578.84	23899101.25	27732623.92	18213843.71	16356449.82	17767631.01	18152183.23	16207606.68	19550550.05
sp|P25341|KIN82_YEAST	6	106401.0279	108937.474	117601.01	137065.0432	105501.145	113592.1943	106727.7744	92838.30252	102757.6968
sp|P25342|CDC10_YEAST	25	3775360.393	3666011.096	3917317.815	5736556.739	5357996.44	5947535.748	2629931.355	2418901.245	2117718.728
sp|P25343|RV161_YEAST	36	22595375.07	22258078.05	26896279.48	28152230.95	29025306.76	27500601.68	31038770.98	25160240.52	29112258.08
sp|P25344|STE50_YEAST	3	83472.69629	112156.8682	128950.835	198260.9863	211730.9863	205623.7988	187741.9844	155608.3574	148715.5176
sp|P25345|SYNM_YEAST	18	2128603.529	1833525.051	2196160.157	1723602.779	1571469.652	1578857.712	2171355.886	1883142.733	2065765.156
sp|P25348|RM32_YEAST	4	1645704.66	1337725.968	1548574.738	1181546.381	993250.8364	984868.5103	1581010.86	1507338.768	1498184.623
sp|P25349|YCP4_YEAST	35	11001316.02	10501254.37	11598786.5	11922700.04	11984997.19	12143024.83	17078282.63	14926781.17	16080865
sp|P25351|YCR3_YEAST	18	1909298.471	1523439.054	1720308.405	1168761.96	1035326.152	1074647.23	1877864.833	1559952.206	1866879.067
sp|P25353|NPP1_YEAST	23	1956391.935	1733274.715	1868044.94	1449195.212	1290371.315	1365616.049	1893327.072	1594240.819	1855354.893
sp|P25355|CTR86_YEAST	40	3812340.604	3215539.528	3688925.567	3268273.698	2813721.269	2960314.945	4541586.674	3769935.03	4562184.443
sp|P25356|BPH1_YEAST	68	5492850.023	4732472.526	5231695.073	3310529.818	2881595.903	3068885.41	6933598.896	6136471.66	7082802.744
sp|P25357|SNT1_YEAST	45	4601281.175	4313253.238	4953648.94	4103565.671	4138914.907	4190640.943	4637255.266	3875854.836	4346898.66
sp|P25358|ELO2_YEAST	8	513471.6719	490655.4165	567304.7612	793397.7373	738129.0283	795755.96	1008822.276	959899.6338	890392.4189
sp|P25359|RRP43_YEAST	30	1731645.174	1851108.675	1965681.446	2803642.635	2801916.972	2759803.53	2352521.692	2083614.082	2167584.564
sp|P25360|PHO87_YEAST	17	946317.7216	831273.6199	883692.0623	783293.7676	714926.3997	810601.6956	1064166.141	931192.8047	1079874.934
sp|P25361|YCT3_YEAST	15	3870201.828	3272135.522	3564063.549	2102421.477	1841534.843	2067466.777	3127827.926	2712603.429	3164771.591
sp|P25362|PET18_YEAST	6	2677870.237	2187235.347	2583782.356	5634851.313	6008154.065	6398287.436	960788.7295	907477.4924	827388.7913
sp|P25364|HCM1_YEAST	2	116022.4609	117710.0195	120677.8242	178758.5625	196350.0859	184589.0625	113691.1953	101647.9023	104448.3945
sp|P25365|SED4_YEAST	40	8287823.404	6589605.857	7623680.08	5464805.004	4853693.115	5197449.17	8421409.766	7220768.248	8578934.017
sp|P25366|OCA4_YEAST	14	377670.8594	371801.5337	401954.9331	397525.3477	357918.5313	360849.9927	407102.2424	373965.4875	392463.4243
sp|P25367|RNQ1_YEAST	10	970360.5961	1152373.662	1417669.92	1854907.298	2407936.149	2156155.326	1419900.273	1171846.914	1052293.416
sp|P25368|RRP7_YEAST	16	5349659.658	4916310.145	5345649.888	3017997.796	2482991.407	2716529.649	2884476.147	2603248.491	3041098.748
sp|P25369|LSB5_YEAST	13	871415.6611	823530.6497	988397.0664	1609376.853	1591159.412	1571946.082	1200525.73	1009350.723	1093720.954
sp|P25371|ADP1_YEAST	40	5327376.61	4619505.106	5005620.574	3651828.148	3335982.952	3593139.183	5651767.845	5443011.98	5753613.255
sp|P25372|TRX3_YEAST	15	983797.2684	1030643.604	1192147.791	1985827.684	2033790.626	1832570.519	2590533.891	2080134.128	2321301.002
sp|P25373|GLRX1_YEAST	22	7135277.905	6885096.741	7027557.492	4708213.417	5415515.759	4816557.96	4036528.079	3052029.918	3115677.493
sp|P25374|NFS1_YEAST	28	19267369.75	19576295.22	23487688.15	22453024.75	22487788.89	21754296.58	25568868.48	21453714.36	25234619.62
sp|P25375|PRTD_YEAST	59	6244216.76	5970010.174	6713776.512	9866298.314	10011302.41	10321256.41	5926490.472	5352974.454	5218566.371
sp|P25376|AGP1_YEAST	24	5700019.797	4550839.912	5155684.38	5593323.925	4836347.682	5476771.267	3182769.523	2673745.884	3254040.888
sp|P25378|RHEB_YEAST	14	1223261.101	1019760.42	1184347.134	1074833.535	1040002.701	1004171.205	1203220.885	883582.9458	1157954.474
sp|P25379|STDH_YEAST	7	67836.92383	67706.43274	98914.30054	485942.0659	513923.0298	514086.9878	127728.3645	110706.6965	99052.39844
sp|P25382|NLE1_YEAST	23	3893886.503	3524068.018	3812552.324	4001780.313	3669074.644	3910560.454	4914603.729	4390702.339	4990752.729
sp|P25385|BOS1_YEAST	19	1375095.858	1340446.446	1401065.086	1201396.183	1203838.565	1168820.122	1550792.335	1364233.793	1488467.346
sp|P25386|USO1_YEAST	107	10773512.31	10124917.51	11524840.08	14156116.25	14964303.41	14563463.56	11001034.08	8987010.133	9802050.818
sp|P25389|KCC4_YEAST	39	2877480.349	2753555.821	3086706.466	2318991.878	2069599.455	2141314.252	1764718.686	1476622.04	1664644.815
sp|P25390|SSK22_YEAST	6	207043.2148	194754.7788	206825.1016	141154.8892	124554.4265	119993.7988	252070.1733	221768.8628	253112.5879
sp|P25441|RPC4_YEAST	22	2537438.545	2655840.183	3014271.58	2852317.086	2819887.793	2704656.392	2344201.139	2036866.809	2082638.523
sp|P25443|RS2_YEAST	141	134299638.1	113190501	137081207.8	100766084.1	96690681.04	91915948.75	103733244.4	86918083.44	105155349.6
sp|P25451|PSB3_YEAST	9	104099.1323	97426.63428	114974.1438	498660.2544	476597.0234	496263.5498	100197.2549	98609.40479	91743.94361
sp|P25454|RAD51_YEAST	2	10189.63355	11221.65845	12131.73193	22967.19287	25184.95117	25733.16553	13095.07495	15319.07007	11821.04846
sp|P25491|MAS5_YEAST	96	33012960.81	29212806.13	34136663.73	36755738.69	37480043.53	35324080.8	38578033.52	32615191.99	37871027.27
sp|P25502|PUT3_YEAST	4	200307.9838	175418.3579	187375.6495	175786.1635	159940.5829	155986.8806	168276.8684	154522.9518	186274.4646
sp|P25554|SGF29_YEAST	22	1190834.763	1173885.047	1399758.616	1117845.573	1049687.744	1041658.56	1153489.843	1003332.733	1064897.868
sp|P25555|GBP2_YEAST	63	4795667.972	4796408.744	5018611.909	5344507.409	5170763.989	5523695.571	5321677.964	4691010.797	5012497.157
sp|P25558|BUD3_YEAST	77	10778813.98	9436672.862	10830373.22	7791813.402	7467125.557	7275579.019	6062368.559	5061379.208	5609269.392
sp|P25559|DCC1_YEAST	7	469958.0549	380503.8784	423756.8304	591576.428	491000.5764	555771.8218	344923.1433	302722.7558	303449.4984
sp|P25560|RER1_YEAST	41	15275332.32	11556179.62	13468900.97	7975050.152	6632204.906	7201982.823	13497458.33	12139212.35	14185735.57
sp|P25566|MXR2_YEAST	9	1808472.565	1506113.712	1626879.887	1175952.85	1230992.91	1118133.953	3338386.598	2387939.932	3174806.76
sp|P25567|SRO9_YEAST	52	3535079.994	3296662.765	3811302.552	4282496.035	4157422.583	4160864.096	2835264.936	2453130.175	2592177.247
sp|P25568|ATG22_YEAST	17	1157616.485	975737.1523	1088561.342	604423.8574	534674.1274	575174.3623	1010270.586	902025.249	1045739.625
sp|P25569|GID7_YEAST	33	3154248.155	2561256.892	3063119.307	2790091.323	2582662.976	2740890.529	3176223.684	2725128.382	3034433.523
sp|P25573|MGR1_YEAST	53	13574291.47	10000289.71	12217737.61	6961586.561	6707536.707	6353475.996	15334211.82	12994277.79	15564959.03
sp|P25574|EMC1_YEAST	62	13572537.35	11882852.18	13534551.4	10768712.47	9545809.654	10381894.65	17255175.02	14618619.11	16977625.87
sp|P25576|POF1_YEAST	6	607528.4307	563838.376	634554.4634	883632.0996	793612.0234	815766.8604	581646.8984	477785.8403	517277.1997
sp|P25577|YCE9_YEAST	3	11040.04199	10522.81274	11607.70801	5995.295654	8085.272949	6005.39917	13368.03369	12100.81226	14821.39526
sp|P25578|PGPS1_YEAST	12	984769.7742	844244.7161	1037468.205	751832.7309	680020.5359	691556.0701	1196314.326	985328.8313	1144404.221
sp|P25579|LRE1_YEAST	10	1068069.346	1141984.869	1115988.505	815559.5327	778257.647	824254.2539	1260895.392	1110542.63	1250684.023
sp|P25580|PBN1_YEAST	21	1408039.361	1359040.746	1497933.143	1567341.243	1525694.119	1517303.111	1944000.939	1710009.91	1908981.126
sp|P25582|SPB1_YEAST	52	4584163.712	4336674.005	4874456.943	4325672.847	3997258.151	4127317.709	4032498.967	3524240.869	3724415.248
sp|P25584|PEX34_YEAST	4	535252.5693	439747.3047	507125.3779	237923.3462	213500.7231	233367.0029	607490.8359	530017.2764	675614.9893
sp|P25586|KRR1_YEAST	43	6724135.07	6115749.15	7447272.584	5663630.751	5476054.562	5412467.836	6691608.794	5753709.634	6428883.766
sp|P25587|LDB16_YEAST	3	47278.79834	44322.09229	47444.57031	42664.95264	38954.63037	44575.47168	70762.19141	67306.28125	70641.24316
sp|P25588|MRC1_YEAST	32	5545390.291	5360656.378	6162336.166	3770456.725	3791484.323	3695172.296	3351146.73	2881053.063	3135608.819
sp|P25594|VBA3_YEAST (+1)	3	55369.625	56294.20215	57962.31934	29073.47217	33478.12988	32905.58594	228679.5859	207437.0898	236164.3906
sp|P25604|STP22_YEAST	8	1744790.512	1538638.857	1740569.338	1238148.746	1159207.734	1067289.113	1507516.432	1183213.133	1417726.109
sp|P25605|ILV6_YEAST	31	3128167.523	2865397.186	3295739.317	3438148.453	4081395.534	3605796.854	3009359.628	2471473.27	2744435.126
sp|P25608|YCZ2_YEAST	1	7504.623047	6993.949219	10613.90625	7205.330078	6605.94043	5747.641113	5844.113281	7201.731445	6306.503906
sp|P25613|ADY2_YEAST	16	35266.23944	36183.62634	36110.81393	235594.4675	197813.6197	244587.6659	505932.5846	473157.6328	527804.3866
sp|P25616|YCQ5_YEAST	12	792783.2185	741063.7847	831899.9624	871193.3081	908041.8169	819515.7744	840195.9424	712076.2192	726541.5767
sp|P25617|YCQ6_YEAST	16	1727650.947	1499681.309	1794818.005	1091600.478	1105008.826	994063.8193	1067334.818	861039.6138	1016161.212
sp|P25618|CWH43_YEAST	49	6218992.513	5408132.511	5723586.201	3789845.827	3317624.71	3693473.497	6392060.555	5747521.811	6675607.471
sp|P25619|HSP30_YEAST	36	13479577.55	11722156.44	12049786.36	11778212.13	10632995.6	12238420.66	9788682.467	9204701.606	10868399.06
sp|P25621|FEN2_YEAST	2	108042.5879	92595.50586	96125.78125	109621.7324	89336.48242	103222.2402	64091.66309	58808.28418	69906.31152
sp|P25623|SYP1_YEAST	62	5102434.243	5088312.381	5636454.671	10408418.04	10733844.76	10835728.85	7513918.217	6487808.645	6570621.114
sp|P25625|PER1_YEAST	9	2077936.434	1762628.817	1936966.611	1139302.109	915421.7132	1021629.043	1648057.179	1576086.387	1861741.33
sp|P25626|IMG1_YEAST	21	1995577.616	1787143.285	1982664.921	2070255.977	1984740.82	1937511.371	2215232.574	1852238.888	2023380.612
sp|P25627|BUD23_YEAST	3	65789.82422	60543.49121	74033.42383	202014.7148	145686.2266	209710.4453	141329.9805	101895.7012	113979.6328
sp|P25628|ARE1_YEAST	11	1135810.758	972715.9312	1101599.859	787255.2339	658462.9961	740265.9424	1146546.683	1072472.787	1253507.387
sp|P25631|YCU1_YEAST	16	1031934.67	1045365.917	1253259.569	775900.8792	924122.5699	775338.4224	1150205.758	892120.0645	970205.1465
sp|P25632|RSC6_YEAST	19	5629414.858	5545238.555	6621033.993	6872238.05	6959583.963	6272817.615	5645616.51	4307449.019	5063041.327
sp|P25635|PWP2_YEAST	59	5307025.508	4757485.564	5240915.754	7796002.991	7341968.474	8085652.44	4867260.115	4255000.047	4545768.003
sp|P25637|YIH1_YEAST	5	790152.5264	794844.0801	824388.6094	572936.5508	584804.2197	545396.001	837821.8301	644003.2744	722524.2754
sp|P25638|TAH1_YEAST	4	69441.31445	70227.55664	80014.57031	138614.9746	128203.2617	133190.3809	79978.3125	74119.30176	71073.87061
sp|P25639|YCV1_YEAST	9	1643886.293	1765749.989	1754207.767	1099586.396	1115317.705	1077581.159	928937.9871	868938.75	904774.3255
sp|P25641|ATG15_YEAST	8	655303.752	611951.1914	713814.2129	440236.6309	576458.7754	410646.3281	735984.8418	617557.8486	718437.3477
sp|P25642|IMG2_YEAST	17	1359328.919	1541461.819	1763539.423	2898169.615	3138055.321	2933466.278	2501544.587	2089386.404	2095577.89
sp|P25644|PAT1_YEAST	61	12200748.81	11153566.56	13057177.16	11457996.72	11123593.8	11407811.04	12618762.84	10884410.53	11975262.35
sp|P25646|PDP2_YEAST	20	1198897.994	1144870.034	1206701.258	1044032.324	1029810.203	1034633.427	1781361.094	1489079.025	1698737.426
sp|P25648|SRB8_YEAST	37	2722362.376	2262253.307	2547632.261	2093899.17	1797230.773	1910297.844	2434245.649	2230770.805	2447389.312
sp|P25649|AHC2_YEAST	2	27963.83301	28803.03125	26673.37109	24686.68945	21022.28418	21332.92285	43752.7793	36489.39551	41330.4834
sp|P25654|YCY0_YEAST	4	114551.7529	121848.8125	142878.6104	362048.2539	377423.7031	374363.3535	134387.7344	126888.7891	128156.5488
sp|P25655|NOT1_YEAST	187	20298911.01	17608060.66	19809204.41	17861981.96	15587962.06	16567416.47	20591561.76	18313061.97	20576903.51
sp|P25656|CDC50_YEAST	27	2577552.195	2186213.198	2556390.062	1989172.081	1721018.475	1789757.891	2509712.314	2213919.588	2634681.278
sp|P25694|CDC48_YEAST	230	59651421.66	56361783.5	67121082.56	70793160.72	76119056.47	72588727.07	64219903.75	55719386.87	63658686.45
sp|P25719|CYPC_YEAST	79	17270907.21	15853629.47	19427749.58	13695679.67	14306970.74	12191433.22	17812035.53	14162341.34	16620504.93
sp|P25808|SPB4_YEAST	27	2568588.018	2144755.416	2546312.477	2245389.396	2116862.709	2120162.504	2729264.045	2314486.267	2598668.342
sp|P25846|MSH1_YEAST	13	518264.8994	470060.4307	489139.9287	634399.8442	524914.5122	641827.498	463352.7563	412602.5288	438580.9136
sp|P25847|MSH2_YEAST	55	10488485.08	10036478.6	10869385.9	9231252.424	8482484.398	8848793.106	8344283.375	7699901.132	8423898.181
sp|P26188|MGMT_YEAST	2	96766.83594	87610.28906	96126.25781	151321.0664	133320.9648	150938.875	204212.4766	186714.0156	182252.1172
sp|P26263|PDC6_YEAST	40	8628013.778	7759852.87	8426514.788	3113328.459	3613685.642	3729276.063	50176844.22	37569710.03	48549512.47
sp|P26309|CDC20_YEAST	2	165961.1445	148019.7344	166817.2031	66755.29883	62014.79102	57155.11816	108617.9902	92421.23047	103127.2637
sp|P26321|RL5_YEAST	164	70869804.95	69142343.01	79422173.86	82342012.15	77774308.12	79686960.98	58552929.47	51298836.26	54137498.18
sp|P26364|KAD3_YEAST	2	8685.20993	9339.630433	11379.61926	20729.32105	21781.53149	22579.88477	6683.958924	5322.558563	4286.805664
sp|P26370|UGA3_YEAST	10	1542437.722	1293333.798	1518916.715	1736225.311	1726859.1	1998550.174	1093553.956	951475.8047	1072053.875
sp|P26448|BUB2_YEAST	3	157011.9912	141353.4033	150252.2432	207924.7891	218884.0195	207715.6973	102629.4434	87890.61621	96531.74512
sp|P26449|BUB3_YEAST	11	511052.0491	467001.4486	606495.6045	414049.123	392135.3259	372209.553	424943.4164	356092.2117	410461.2541
sp|P26570|PPZ1_YEAST	32	4527208.712	3662165.096	4648253.449	2768408.726	2573805.537	2516990.581	3650466.307	3001587.532	3337058.538
sp|P26637|SYLC_YEAST	201	30120027.86	28713396.8	33202358.83	50123259.83	52751561.59	52640992.28	24709630.79	21005029.68	22076572.94
sp|P26725|YUR1_YEAST	16	1088860.918	905468.813	1012763.619	934979.0435	804770.7634	887339.2971	1337808.2	1203069.424	1312710.624
sp|P26754|RFA2_YEAST	13	404876.3101	439500.9955	545441.1553	468777.5596	600476.5005	499024.1428	453043.0835	365289.103	347463.932
sp|P26755|RFA3_YEAST	3	68222.58105	66732.61621	78309.37647	225523.502	273429.2676	235815.4805	89549.73633	80196.2666	70286.66016
sp|P26783|RS5_YEAST	70	34707934.05	34447491.27	39468588.03	50609719.17	49865856.04	48778585.66	37605832.34	32586437.61	35739507.23
sp|P26784|RL16A_YEAST	52	15661704.81	15915861.39	18076024.23	23928867.74	24312977.26	24197459.62	16201442.41	14203497.67	14886442.29
sp|P26785|RL16B_YEAST	58	61658470.44	71273282.22	79559170.92	123435200.2	137316980	129227954.8	85538972.97	71174333.05	74890623.51
sp|P26786|RS7A_YEAST	15	4376474.265	4332408.16	6163446.936	9939218.361	10692255.29	10595629.12	5746930.314	4477936.201	4333517.656
sp|P26793|FEN1_YEAST	40	3532555.012	3301872.458	3755617.801	2885503.748	2612604.567	2668253.163	3096551.107	2749381.036	2952027.375
sp|P27344|DPB3_YEAST	4	2010191.342	1789082.941	2029351.609	1350198.143	1403172.209	1371992.03	1508318.818	1222635.539	1452369.066
sp|P27351|AP2B_YEAST	40	3080335.266	2818502.195	3067229.903	2793117.127	2453892.995	2581007.32	3345559.643	2995653.596	3334655.749
sp|P27466|KCC1_YEAST	34	7209458.521	6514830.861	7338081.754	6244676.774	6390144.584	6386694.739	10715506.56	8503264.362	10639370.52
sp|P27472|GYS2_YEAST	108	20544500.94	17733839.82	21036598.77	17392735.29	15839184.13	16478267.13	20352104.99	16684945.76	18663460.64
sp|P27476|NSR1_YEAST	42	15693657.43	13308154.9	15896853.36	13715512.61	13888617.03	13547382.89	15067448.28	12433103.7	14531281.85
sp|P27514|PHO91_YEAST	23	872658.0986	866064.7246	973807.2573	1303555.928	1281575.531	1292369.264	768547.6216	673733.7451	663412.5986
sp|P27515|URK1_YEAST	18	2006376.918	1725973.749	2123414.599	2181241.25	2265954.394	2113286.471	1857065.207	1501526.656	1690220.691
sp|P27614|CBPS_YEAST	89	29374473.43	25686699.04	31064427.11	21397488.14	20357557.59	19684484.24	24542774.2	20919980.45	22923126.86
sp|P27616|PUR7_YEAST	114	52542119.76	50895737.45	63550100.95	65418568.12	67614146.48	65834634.87	66824497.35	56653862.94	59640895.74
sp|P27636|CDC15_YEAST	9	798182.9609	699582.666	779293.4043	471719.127	400992.6064	434113.8281	731643.2852	637225.0957	750885.6484
sp|P27637|BUD14_YEAST	30	1968286.72	1922465.132	2178377.309	1142252.821	1131870.137	1045467.315	1513740.015	1268268.423	1379620.287
sp|P27680|COQ3_YEAST	18	692603.3993	608435.5283	679623.4861	840638.7556	856006.7585	841691.7434	838787.1348	696739.6633	811855.598
sp|P27692|SPT5_YEAST	83	17886616.47	17253068.49	19872669.53	18161938.86	18836564.87	17440646.99	15531087.01	13268293.46	14049113.11
sp|P27697|COQ8_YEAST	19	931584.437	918004.4004	1074006.586	1663199.778	1567328.218	1599665.179	1326449.215	1104802.504	1181127.624
sp|P27705|MIG1_YEAST	12	739386.1067	703078.9285	864166.0906	685209.0107	693690.7318	621257.189	848905.6145	686396.7098	798341.4602
sp|P27796|THIK_YEAST	13	692294.6085	785924.1792	698071.9448	926923.9211	1378674.581	1314300.86	4397764.734	5587075.409	2062566.309
sp|P27801|PEP3_YEAST	61	4867787.073	4247837.755	4844064.85	4436589.521	3954856.024	4132510.401	4882057.344	4235852.23	4749162.104
sp|P27809|KRE2_YEAST	77	15918713.72	13142943.43	15645930.17	9406292.383	7801574.271	8385062.513	11542542.07	10131111.88	11859193.55
sp|P27810|KTR1_YEAST	76	26078380.47	19400851.43	23140501.88	12658003.79	10866505.31	11181090.86	25093051.82	22097855.36	25607001.98
sp|P27825|CALX_YEAST	24	5688867.724	4445734.646	4873041.071	3445271.502	3134543.724	3238669.518	5307595.801	4580460.388	5223142.034
sp|P27882|ERV1_YEAST	27	4368722.962	3735222.469	4319865.191	3118003.79	2956658.039	2801109.1	3982320.229	3461445.235	4403653.593
sp|P27895|CIN8_YEAST	6	134774.9731	159005.4531	189662.1172	271226.0918	377822.917	274567.2119	142783.8379	121409.6826	107792.3218
sp|P27929|NAM9_YEAST	41	13234302.78	11709128.7	13640476.47	14103881.8	14320721.95	14040582.11	18267553.59	14394225.22	17323604.93
sp|P27999|RPB9_YEAST	21	1426455.813	1593743.399	1684151.815	2027380.704	1836482.908	2059427.41	3653739.991	3015604.102	3503355.073
sp|P28000|RPAC2_YEAST	9	1829596.029	1800122.696	1922527.398	949267.5078	969388.2705	879648.5283	1127063.071	1015060.379	1066280.423
sp|P28003|FUN19_YEAST	17	870978.282	801031.5062	964769.405	625886.8049	583894.9063	599630.4866	1281989.11	1115822.922	1324894.516
sp|P28004|PRP45_YEAST	14	445392.3439	458518.045	554013.4446	1178629.503	1398995.377	1456735.891	597356.9999	520460.2833	487173.5923
sp|P28005|POP5_YEAST	5	282902.8564	245304.9307	284782.6084	519377.1348	472943.3848	505359.6641	254509.5938	212598.0171	211883.2202
sp|P28006|GAC1_YEAST	28	1790054.777	1776837.69	1968272.149	1209045.27	1173126.315	1107177.43	4121826.198	3460066.945	4006690.134
sp|P28007|GAR1_YEAST	11	262085.2776	284071.9174	342814.9924	506769.4246	511341.2327	455884.8286	297129.1412	229057.8295	235536.0089
sp|P28239|IPYR2_YEAST	29	4375086.151	4017646.824	4711557.666	3176643.399	3018519.717	2896868.787	3930965.651	3263487.66	3656887.957
sp|P28240|ACEA_YEAST	82	4640220.299	3838387	5712059.43	62821842.23	60582436.58	59952262.66	46182725.73	38778374.2	46932329.36
sp|P28241|IDH2_YEAST	63	16951540.43	15701920.13	19175838.07	19154648.54	17771441.48	17188337.07	22935944.2	19076861.13	20120819.31
